entry_time,exit_time,symbol,direction,entry_price,exit_price,pnl,ret,reason,feat_date,feat_Open,feat_High,feat_Low,feat_Close,feat_Volume,feat_time,feat_date_only,feat_day_of_week,feat_ret,feat_mock_volume,feat_vwap,feat_vwap_bias,feat_macd,feat_signal,feat_macd_hist,feat_atr,feat_rsi,feat_rsi_fast,feat_body_length,feat_upper_shadow,feat_lower_shadow,feat_body_avg_5,feat_momentum_explosion,feat_daily_open,feat_yesterday_close,feat_gap_amplitude,feat_intraday_trend,feat_dist_from_ma20,feat_recent_high_20,feat_recent_low_20,feat_pullback_from_high,feat_bounce_from_low,feat_gap_filled,feat_spot_futures_proxy,feat_bb_upper,feat_bb_lower,feat_bb_width,feat_is_squeeze,feat_vwap_5,feat_slope_vwap,feat_ma_20,feat_slope_ma20,feat_vol_surge_ratio,feat_price_roc,feat_pv_divergence,feat_pc_ratio,feat_foreign_net_oi,feat_dealer_net_oi,feat_foreign_net_oi_zscore,feat_foreign_net_oi_momentum,feat_dealer_net_oi_zscore,feat_dealer_net_oi_momentum,feat_dealer_relative_momentum,feat_dealer_extreme_score,feat_foreign_spot_net,feat_dealer_spot_net
2026-06-11 08:53:00,08:54:45,TXV43000F6,Call,615.0,615.0,-100.0,-0.0032520325203252032,觸及高點回檔動態停利 (623.0),2026-06-11 08:52:00,42990.0,43091.0,42985.0,43070.0,443,08:52:00,2026-06-11,3,0.0018608978832286294,443,42941.7460777669,0.0029866955572983534,120.08486507208727,63.92260586978557,56.1622592023017,91.21428571428571,85.86723768607908,99.99999999758064,80.0,21.0,5.0,54.0,1,43186.0,43179.0,0.00016211584334977278,-0.0026860556661880545,0.00964874444423581,43091.0,42335.0,-0.0004873407440068579,0.017361521199952348,1,0.0030065338182655786,43144.20281900071,42172.59718099929,0.0227764200720467,0,10600.005555555555,10191.502519138437,42658.4,15.483964881100846,1.2395075545572483,0.0018608978832286294,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0,0.0,0.0
2026-06-11 08:55:00,09:00:18,TXV43000F6,Call,650.0,670.0,900.0,0.027692307692307693,觸及高點回檔動態停利 (672.0),2026-06-11 08:54:00,43117.0,43174.0,43058.0,43169.0,474,08:54:00,2026-06-11,3,0.0009970783286183948,474,42946.779347362004,0.00517432636428046,148.11718199955067,92.09235271648716,56.02482928306351,97.64285714285714,93.07851239534804,99.99999999832403,52.0,5.0,59.0,46.0,1,43186.0,43179.0,0.00016211584334977278,-0.0003936460890103183,0.010626218831279592,43174.0,42335.0,-0.00011581044146940021,0.019700011810558176,1,0.0052023910195221545,43281.51509792687,42148.684902073124,0.026520602687427213,0,9981.515121951219,3550.4359245129554,42715.1,19.116377692711854,1.2031983754252997,0.0009970783286183948,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0,0.0,0.0
2026-06-11 09:00:59,09:01:28,TXV43800F6,Call,237.0,206.0,-8250.0,-0.13924050632911392,觸及原始動態停損 (216.7),2026-06-11 09:00:00,43086.0,43267.0,43073.0,43172.0,720,09:00:00,2026-06-11,3,0.0018332443784372376,720,42960.16567023106,0.004930947692218206,150.28378663292096,137.38521784728204,12.898568785638929,87.85714285714286,72.75541795507961,63.90532544265257,86.0,95.0,13.0,39.6,1,43186.0,43179.0,0.00016211584334977278,-0.0003241791321261445,0.005837407636508019,43267.0,42338.0,-0.002195668754477958,0.019698615900608916,1,0.0049353954670435796,43434.89101285897,42408.008987141024,0.023924681615321082,0,19698.250950570342,24581.014794274426,42921.45,26.70114688784365,1.6582220174996356,0.0018332443784372376,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0,0.0,0.0
2026-06-11 09:01:59,09:06:01,TXV43000F6,Call,650.0,540.0,-5600.0,-0.1723076923076923,觸及原始動態停損 (546.9),2026-06-11 09:01:00,43175.0,43204.0,43059.0,43169.0,739,09:01:00,2026-06-11,3,-6.948948392471177e-05,739,42964.69261357325,0.004755239104450176,148.05733937594778,139.51964215301518,8.537697222932593,91.21428571428571,80.75601374376188,55.244755243596266,6.0,29.0,110.0,36.4,0,43186.0,43179.0,0.00016211584334977278,-0.0003936460890103183,0.0047948234527382914,43267.0,42340.0,-0.002265005662514104,0.019579593764760993,1,0.0047554264466342,43407.50848076846,42518.49151923154,0.020692618335239686,0,15493.87615347256,23981.100420765015,42963.0,27.576243119068327,1.6351366301545855,-6.948948392471177e-05,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0,0.0,0.0
2026-06-11 09:07:00,09:07:33,TXV43000F6,Call,535.0,550.0,650.0,0.024299065420560748,觸及高點回檔動態停利 (553.0),2026-06-11 09:06:00,42981.0,42993.0,42901.0,42905.0,495,09:06:00,2026-06-11,3,-0.0022557090367889554,495,42971.44320828736,-0.001546217751293615,83.27451032331737,118.78576664757674,-35.511256324259364,100.64285714285714,37.288135592415976,0.0,76.0,12.0,4.0,58.2,1,43186.0,43179.0,0.00016211584334977278,-0.0065067382948176145,-0.0034735004778821154,43267.0,42792.0,-0.008366653569694956,0.002640680501028168,1,-0.0015432331376674325,43268.643412965015,42840.45658703499,0.009945216613110916,1,8112.289915966387,-114.63057360776317,43054.55,7.28676620986022,1.1988374909149944,-0.0022557090367889554,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0,0.0,0.0
2026-06-11 09:08:00,09:08:27,TXV43000F6,Call,535.0,540.0,300.0,0.005607476635514018,觸及高點回檔動態停利 (543.0),2026-06-11 09:07:00,42906.0,42990.0,42888.0,42899.0,491,09:07:00,2026-06-11,3,-0.0001398438410441516,491,42970.764556095695,-0.0016700786415380022,65.79335085797356,108.1872834896561,-42.39393263168253,102.5,31.051752920810145,0.0,7.0,84.0,11.0,41.6,0,43186.0,43179.0,0.00016211584334977278,-0.006645672208585963,-0.0037146748817607814,43267.0,42793.0,-0.008505327385767248,0.0024770406374873817,1,-0.001666658292775222,43254.808676228415,42863.09132377158,0.0090972341976947,1,7692.990869247626,-318.8733122861305,43058.95,3.647494090245762,1.1745006578132413,-0.0001398438410441516,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0,0.0,0.0
2026-06-11 09:08:59,09:09:23,TXV43700F6,Call,247.0,258.0,1800.0,0.03643724696356275,觸及高點回檔動態停利 (258.0),2026-06-11 09:08:00,42915.0,43032.0,42906.0,43013.0,400,09:08:00,2026-06-11,3,0.002657404601505764,400,42970.91852382231,0.0009793012954648066,60.44152106765978,98.63813100525684,-38.19660993759706,103.71428571428571,38.35820895442236,52.53456221125528,98.0,19.0,9.0,57.4,1,43186.0,43179.0,0.00016211584334977278,-0.004005927846987357,-0.0012283500402871003,43267.0,42870.0,-0.005870524880393698,0.003335665966876526,1,0.0009771414547865445,43243.101520729026,42888.69847927098,0.008229319286443338,1,6485.186581228798,-4190.822638667587,43065.9,2.949838804085263,0.9364391899779084,0.002657404601505764,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0,0.0,0.0
2026-06-11 09:10:00,09:12:10,TXV43700F6,Call,267.0,284.0,3000.0,0.056179775280898875,觸及高點回檔動態停利 (288.0),2026-06-11 09:09:00,43017.0,43108.0,42999.0,43104.0,511,09:09:00,2026-06-11,3,0.0021156394578383253,511,42972.411352727984,0.0030621657740335117,62.81895902603719,91.47429660941292,-28.655337583375726,107.28571428571429,47.346938774608354,97.15639810288403,87.0,4.0,18.0,63.6,1,43186.0,43179.0,0.00016211584334977278,-0.0018987634881674179,0.00070112225993519,43267.0,42888.0,-0.0037673053366306017,0.0050363738108560666,1,0.0030549579389794433,43242.37245826503,42905.227541734974,0.007827145887524445,1,8343.236363636364,284.68712294839867,43073.8,4.471072163104712,1.1673329525958485,0.0021156394578383253,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0,0.0,0.0
2026-06-11 09:12:59,09:13:41,TXV43700F6,Call,298.0,306.0,900.0,0.020134228187919462,觸及高點回檔動態停利 (306.0),2026-06-11 09:12:00,43255.0,43285.0,43185.0,43245.0,759,09:12:00,2026-06-11,3,-0.00013872511618229222,759,42984.71473877483,0.006055298093914636,87.05725018473458,85.9562901851976,1.1009599995369825,114.28571428571429,55.46218487301745,96.07843137066513,10.0,30.0,60.0,70.2,0,43186.0,43179.0,0.00016211584334977278,0.001366183485388752,0.003233918562785305,43285.0,42888.0,-0.0009241076585421989,0.008324006715164887,0,0.006038316627657836,43293.724706682646,42917.47529331735,0.008728550660825642,1,11610.525291828793,3916.0929713471464,43105.6,7.3826781013041884,1.616957818488247,-0.00013872511618229222,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0,0.0,0.0
2026-06-11 09:13:59,09:15:04,TXV44000F6,Call,196.0,212.0,3500.0,0.07142857142857142,觸及高點回檔動態停利 (212.0),2026-06-11 09:13:00,43246.0,43349.0,43231.0,43341.0,504,09:13:00,2026-06-11,3,0.002219909816163712,504,42989.17102880659,0.008184130160538502,99.16509764036164,88.59805167623041,10.567045964131225,116.5,64.28571428467741,96.66666666505556,95.0,8.0,15.0,69.6,1,43186.0,43179.0,0.00016211584334977278,0.0035891261056823142,0.005210320446883752,43349.0,42888.0,-0.0001845486631756169,0.010562395075545362,0,0.008159989683574885,43331.948335120025,42900.75166487997,0.010000769319296351,1,7452.700102354145,-3132.9755164636613,43116.35,7.555043891206354,1.0501093863922282,0.002219909816163712,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0,0.0,0.0
