entry_time,exit_time,symbol,direction,entry_price,exit_price,pnl,ret,reason,feat_date,feat_Open,feat_High,feat_Low,feat_Close,feat_Volume,feat_time,feat_date_only,feat_day_of_week,feat_settlement_type,feat_is_settlement_day,feat_dte,feat_ret,feat_mock_volume,feat_vwap,feat_vwap_bias,feat_macd,feat_signal,feat_macd_hist,feat_atr,feat_rsi,feat_rsi_fast,feat_body_length,feat_upper_shadow,feat_lower_shadow,feat_body_avg_5,feat_momentum_explosion,feat_daily_open,feat_yesterday_close,feat_gap_amplitude,feat_intraday_trend,feat_dist_from_ma20,feat_recent_high_20,feat_recent_low_20,feat_pullback_from_high,feat_bounce_from_low,feat_gap_filled,feat_spot_futures_proxy,feat_smooth_price,feat_is_peak,feat_is_trough,feat_recent_peak_val,feat_recent_trough_val,feat_inflection_breakout,feat_bb_upper,feat_bb_lower,feat_bb_width,feat_is_squeeze,feat_vwap_5,feat_slope_vwap,feat_ma_20,feat_slope_ma20,feat_vol_surge_ratio,feat_price_roc,feat_pv_divergence,feat_pc_ratio,feat_foreign_net_oi,feat_dealer_net_oi,feat_foreign_net_oi_zscore,feat_foreign_net_oi_momentum,feat_dealer_net_oi_zscore,feat_dealer_net_oi_momentum,feat_dealer_relative_momentum,feat_dealer_extreme_score,feat_foreign_spot_net,feat_dealer_spot_net
2026-06-16 12:59:59,2026-06-16 13:01:09,TXO46000F6,Call,227.0,218.0,-2750.0,-0.048458149779735685,觸及原始動態停損 (218.5),2026-06-16 13:00:00,45785.0,45807.0,45785.0,45803.0,86,13:00:00,2026-06-16,1,2,0,1.0208333333333333,0.00043684336980964744,86,45834.48061705433,-0.000686832634089378,-17.67411667282431,-19.87135651864629,2.1972398458219793,25.214285714285715,43.06930692770807,65.57377048857833,18.0,4.0,0.0,17.8,1,46202.0,46200.0,4.3290043290042355e-05,-0.008635989783991849,8.733815148802186e-05,45861.0,45735.0,-0.0012646911318985356,0.0014868262818410083,1,-0.0006873647253068837,45782.163177484836,False,False,45775.44246482005,45776.95397185604,1,45863.63175037061,45734.36824962939,0.002822408802402115,0,5524.625525946704,-2597.8798199589523,45799.0,-1.9428963126450798,0.7196652719605049,0.00043684336980964744,-1,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0,0.0,0.0
2026-06-16 13:02:02,2026-06-16 13:04:06,TXO46000F6,Call,228.0,231.0,250.0,0.0043859649122807015,觸及動態停利 (231.0),2026-06-16 13:01:00,45795.0,45800.0,45761.0,45792.0,166,13:01:00,2026-06-16,1,2,0,1.020138888888889,-0.00010917745703864501,166,45834.06449908529,-0.0009177562484367366,-12.490168100630399,-16.93617966844026,4.446011567809862,28.142857142857142,51.933701653441595,27.99999999664,3.0,5.0,31.0,11.6,0,46202.0,46200.0,4.3290043290042355e-05,-0.008874074715380095,3.166592233543947e-05,45845.0,45735.0,-0.0011560693641618246,0.0012463102656608454,1,-0.000918628386976962,45787.50754687224,False,False,45775.44246482005,45776.95397185604,1,45838.37633053884,45742.723669461164,0.0020889170599103116,1,11552.38905775076,10910.71875097115,45790.55,-1.8450184501838665,1.2754514022183985,-0.00010917745703864501,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0,0.0,0.0
