entry_time,exit_time,symbol,direction,entry_price,exit_price,pnl,ret,reason,feat_date_x,feat_Open,feat_High,feat_Low,feat_Close,feat_Volume,feat_time,feat_date_only,feat_day_of_week,feat_ret,feat_mock_volume,feat_vwap,feat_vwap_bias,feat_macd,feat_signal,feat_macd_hist,feat_atr,feat_rsi,feat_bb_upper,feat_bb_lower,feat_bb_width,feat_is_squeeze,feat_vwap_5,feat_slope_vwap,feat_ma_20,feat_slope_ma20,feat_vol_surge_ratio,feat_price_roc,feat_pv_divergence,feat_date_y,feat_foreign_net_oi,feat_dealer_net_oi,feat_trust_net_oi,feat_pc_ratio,feat_foreign_net_oi_zscore,feat_foreign_net_oi_momentum,feat_dealer_net_oi_zscore,feat_dealer_net_oi_momentum
2026-06-02 09:18:01,09:21:46,TX120260646000C,Call,218.0,222.0,300.0,0.009174311926605505,跌破動態停利線 (觸發價: 223.20),2026-06-02 09:18:00,45843.0,45843.0,45843.0,45843.0,88,09:18:00,2026-06-02,1,-0.0003270966897814809,88,46264.45494043448,-0.009109692116271429,-63.925879413502116,-63.74198385975381,-0.18389555374830735,79.0,43.4727503160854,46142.08826602753,45827.011733972475,0.006851791135393289,1,2366.090322580645,-8387.890203244564,45984.55,-2.9892409067291617,0.17389586009253255,-0.0003270966897814809,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 09:21:51,09:25:17,TX120260646000C,Call,220.0,197.0,-3750.0,-0.11363636363636363,觸及硬停損 (-10.0%),2026-06-02 09:21:00,45926.0,45929.0,45846.0,45878.0,265,09:21:00,2026-06-02,1,-0.0010669105319310868,265,46247.675895201384,-0.007993394004037585,-62.086801925092004,-62.76596668523334,0.6791647601413331,76.07142857142857,42.938659057630325,46120.24824265435,45807.95175734565,0.006794356580650911,1,6632.66230223677,-4609.261815015316,45964.1,-4.56669660389996,0.5350832912659564,-0.0010669105319310868,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 09:25:23,09:25:43,TX120260646000C,Call,194.0,165.0,-4650.0,-0.15979381443298968,觸及硬停損 (-10.0%),2026-06-02 09:25:00,45787.0,45797.0,45750.0,45750.0,252,09:25:00,2026-06-02,1,-0.0010698923557282969,252,46227.58709429614,-0.010331213985318704,-80.74276317826298,-70.20388035164422,-10.53888282661876,69.28571428571429,28.50746268597149,46134.25760849869,45723.542391501316,0.008942413534775744,0,6895.334928229665,-2494.34101337045,45928.9,-4.8964775828375195,0.663157894735097,-0.0010698923557282969,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 09:25:48,09:38:08,TX120260645800C,Call,228.0,297.0,6700.0,0.29385964912280704,跌破動態停利線 (觸發價: 299.70),2026-06-02 09:25:00,45787.0,45797.0,45642.0,45669.0,940,09:25:00,2026-06-02,1,-0.0028384899233607763,940,46215.77935066291,-0.011831010065073259,-87.204301639802,-71.49618804395203,-15.708113595849966,77.0,25.432756324426023,46147.52774686136,45702.17225313864,0.009697483905177844,0,18190.194915254237,9800.256456762745,45924.85,-5.777843547748906,2.2683397683342945,-0.0028384899233607763,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 09:38:13,09:39:20,TX120260646000C,Call,220.0,194.0,-4200.0,-0.12727272727272726,觸及硬停損 (-10.0%),2026-06-02 09:38:00,45961.0,45961.0,45941.0,45961.0,92,09:38:00,2026-06-02,1,-0.00032625717765788487,92,46166.180651476425,-0.004444393029291206,6.02383951824595,-20.57079179822664,26.59463131647259,70.21428571428571,61.94690265358811,46109.152737134275,45630.54726286572,0.010433988213794933,0,4522.365775401069,-2724.7177553736256,45869.85,2.758563540731108,0.23794129057225416,-0.00032625717765788487,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 09:39:25,09:42:41,TX120260646000C,Call,190.0,168.0,-3600.0,-0.12631578947368421,觸及硬停損 (-10.0%),2026-06-02 09:39:00,45895.0,45895.0,45858.0,45858.0,173,09:39:00,2026-06-02,1,-0.0007844162635638474,173,46162.55528130282,-0.006597452836978592,-4.554756623401772,-18.222741458418724,13.667984835016952,65.0,64.41717791272723,46099.25022498806,45629.04977501194,0.010252025819209861,0,6423.8331983805665,-1593.5377716632445,45864.15,1.21024191754718,0.43675839434375974,-0.0007844162635638474,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 09:42:46,09:44:24,TX120260646000C,Call,168.0,174.0,600.0,0.023809523809523808,跌破動態停利線 (觸發價: 176.40),2026-06-02 09:42:00,45804.0,45815.0,45765.0,45783.0,322,09:42:00,2026-06-02,1,-0.0008729240774283387,322,46154.03045685279,-0.008038961130375045,-24.425888595738797,-18.600982989189134,-5.824905606549663,59.785714285714285,48.26254826124387,46090.05151439429,45618.348485605704,0.010287019047079137,1,9622.797650130547,-424.2894980699722,45854.2,-2.21304782472693,0.802892407428493,-0.0008729240774283387,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 09:44:29,09:45:51,TX120260646000C,Call,172.0,152.0,-3300.0,-0.12790697674418605,觸及硬停損 (-10.0%),2026-06-02 09:44:00,45808.0,45822.0,45762.0,45762.0,196,09:44:00,2026-06-02,1,-0.0012658227848101333,196,46149.49564438935,-0.008396530427444768,-32.13441743887961,-22.38449801476197,-9.749919424117639,59.57142857142857,32.62260127834389,46090.75321190532,45617.346788094685,0.010324200889793297,1,6764.217194570136,-261.2497249380771,45854.05,-0.25078944154516375,0.5068528575109728,-0.0012658227848101333,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 09:45:56,09:52:18,TX120260645800C,Call,213.0,214.0,-100.0,-0.004694835680751174,跌破動態停利線 (觸發價: 214.20),2026-06-02 09:45:00,45792.0,45792.0,45675.0,45693.0,691,09:45:00,2026-06-02,1,-0.002466925730253644,691,46140.7921049083,-0.009704907186902352,-39.39270117417618,-25.22454320505056,-14.168157969125623,66.71428571428571,25.81888246558485,46087.64417245034,45627.155827549665,0.010041745604867782,1,16776.760361317745,5775.53631961358,45857.4,0.588816413585601,1.8227380638305914,-0.002466925730253644,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 09:52:23,09:55:51,TX120260645800C,Call,214.0,220.0,400.0,0.018691588785046728,跌破動態停利線 (觸發價: 220.50),2026-06-02 09:52:00,45729.0,45729.0,45670.0,45671.0,120,09:52:00,2026-06-02,1,-0.0017485956591112295,120,46116.55418581642,-0.009661480431108321,-56.87450001225079,-50.87821268800143,-5.996287324249359,62.714285714285715,28.5163776485564,46054.51390956839,45571.78609043161,0.010536883386904632,0,3725.7104010876956,-3696.9893744895267,45813.15,-7.296069937573798,0.3889789303066808,-0.0017485956591112295,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 09:55:56,10:03:56,TX120260646000C,Call,169.0,152.0,-2850.0,-0.11242603550295859,觸及硬停損 (-10.0%),2026-06-02 09:55:00,45786.0,45793.0,45719.0,45739.0,160,09:55:00,2026-06-02,1,-0.0008519376119533462,160,46110.60365920691,-0.008058963225754704,-41.53728089900687,-47.53973762246222,6.002456723455346,65.14285714285714,41.5999999988352,45977.585885422624,45586.11411457737,0.00855080716146777,1,7217.199211045365,1104.1426592259782,45781.85,-7.148376281796633,0.5128205128188692,-0.0008519376119533462,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 10:04:01,10:06:36,TX120260645800C,Call,203.0,230.0,2500.0,0.12315270935960591,跌破動態停利線 (觸發價: 230.40),2026-06-02 10:04:00,45633.0,45633.0,45633.0,45633.0,23,10:04:00,2026-06-02,1,-0.00015337423312888898,23,46098.23134504527,-0.010092173419040838,-44.21879564227129,-41.17916809231764,-3.03962754995365,50.42857142857143,34.805194803929155,45788.64219169456,45618.85780830544,0.003714889552588576,1,1345.5884615384616,-8821.881135106192,45703.75,-5.12823877254612,0.09364820846867408,-0.00015337423312888898,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 10:06:41,10:07:37,TX120260646000C,Call,170.0,152.0,-3000.0,-0.11764705882352941,觸及硬停損 (-10.0%),2026-06-02 10:06:00,45812.0,45812.0,45736.0,45736.0,174,10:06:00,2026-06-02,1,-0.0014191829872710615,174,46091.13650907301,-0.007705093342688447,-23.835477115520916,-34.538563848993974,10.703086733473057,61.285714285714285,53.26086956386657,45803.161784921926,45630.43821507808,0.0037781202937178793,1,6241.618823529412,-3299.5990816231056,45716.8,0.9625397047631398,0.7371319635639181,-0.0014191829872710615,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 10:07:43,10:13:14,TX120260645800C,Call,203.0,210.0,500.0,0.024630541871921183,跌破動態停利線 (觸發價: 216.00),2026-06-02 10:07:00,45693.0,45698.0,45638.0,45638.0,177,10:07:00,2026-06-02,1,-0.0012911132021795613,177,46088.89369690224,-0.009783131265147633,-31.326962840808847,-34.39402142513447,3.067058584325622,61.92857142857143,40.56761268686487,45802.58876183348,45625.91123816652,0.0038648238496083787,1,5922.233137829912,-5510.757849851513,45714.25,1.3345541221857689,0.7662337662304493,-0.0012911132021795613,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 10:13:19,10:23:21,TX120260645800C,Call,210.0,217.0,500.0,0.023809523809523808,跌破動態停利線 (觸發價: 225.00),2026-06-02 10:13:00,45722.0,45722.0,45677.0,45697.0,112,10:13:00,2026-06-02,1,-0.0004812003762112438,112,46080.74586970244,-0.008327683557629683,-14.927179735299433,-21.613388112920656,6.686208377621224,62.07142857142857,50.980392155786234,45797.124261645375,45637.67573835463,0.0034876988475010147,1,6814.998668442077,6193.5518890829135,45717.4,-0.3062197607989394,0.5897840968899959,-0.0004812003762112438,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 10:23:27,10:33:49,TX120260646000C,Call,162.0,183.0,2850.0,0.11728395061728394,跌破動態停利線 (觸發價: 183.60),2026-06-02 10:23:00,45760.0,45760.0,45711.0,45712.0,95,10:23:00,2026-06-02,1,-0.0010489510489510856,95,46069.73895404743,-0.0077651613004417865,1.1574316513215308,-4.630890121537376,5.7883217728589065,44.5,48.74371859125023,45807.33282059396,45650.767179406044,0.0034237676310335287,1,5067.2578763127185,-6850.980262861457,45729.05,2.526384863564917,0.5078855920849619,-0.0010489510489510856,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 10:33:54,10:48:47,TX120260646000C,Call,183.0,186.0,150.0,0.00546448087431694,跌破動態停利線 (觸發價: 189.90),2026-06-02 10:33:00,45904.0,45904.0,45857.0,45867.0,121,10:33:00,2026-06-02,1,-0.0007189542483659883,121,46060.6223560259,-0.004203641768652033,36.66552025861165,18.452718525445718,18.212801733165932,52.07142857142857,63.07053941725521,45914.93530802422,45628.264691975775,0.006263067405300233,0,4898.417475728155,-7324.41512195684,45771.6,5.847652795888499,0.728696175846259,-0.0007189542483659883,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 10:48:52,10:52:33,TX120260646000C,Call,186.0,166.0,-3300.0,-0.11827956989247312,觸及硬停損 (-10.0%),2026-06-02 10:48:00,45916.0,45916.0,45878.0,45878.0,65,10:48:00,2026-06-02,1,-0.00082759822284173,65,46056.32642728316,-0.0038719203444223535,30.54699671232811,38.51064995855205,-7.9636532462239416,30.571428571428573,40.4444444419279,45969.602870750154,45837.59712924984,0.0028757165342218776,1,6762.063492063492,-5048.432461565666,45903.6,4.773144848600086,0.49392097264062373,-0.00082759822284173,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 10:52:38,10:53:35,TX120260646000C,Call,170.0,150.0,-3300.0,-0.12941176470588237,觸及硬停損 (-10.0%),2026-06-02 10:52:00,45838.0,45838.0,45823.0,45823.0,60,10:52:00,2026-06-02,1,6.547359231778849e-05,60,46053.95024507897,-0.0050147760148684765,6.911143173805613,24.160909677573574,-17.24976650376796,31.785714285714285,33.33333333154535,45967.59538766167,45825.10461233833,0.0031046210716830173,1,4216.840490797546,-7884.7742456524575,45896.35,-2.483240847133971,0.54372451290853,6.547359231778849e-05,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 10:53:40,11:15:33,TX120260646000C,Call,151.0,134.0,-2850.0,-0.12582781456953643,觸及硬停損 (-10.0%),2026-06-02 10:53:00,45813.0,45813.0,45737.0,45738.0,260,10:53:00,2026-06-02,1,-0.001637089908977818,260,46052.34272046214,-0.00682577045798071,-4.624160371749895,18.276260340074245,-22.90042071182414,36.42857142857143,22.658610270944948,45990.65785311364,45786.84214688636,0.004441517936907758,1,13668.827586206897,7921.8763668308875,45888.75,-3.5834720249551446,2.2241231821879883,-0.001637089908977818,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 11:15:38,11:18:48,TX120260645800C,Call,190.0,169.0,-2300.0,-0.12105263157894737,觸及硬停損 (-10.0%),2026-06-02 11:15:00,45643.0,45647.0,45636.0,45644.0,175,11:15:00,2026-06-02,1,-0.00013143483023003721,175,46032.938225864345,-0.008449128838050268,-38.56800909570302,-36.88250053604548,-1.685508559657542,30.0,35.714285711538466,45769.071170187635,45632.928829812365,0.0029789794616150106,1,12047.812971342382,2101.2105140888275,45701.0,-2.8000297503167335,1.4432989690602613,-0.00013143483023003721,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 11:18:53,11:20:36,TX120260645800C,Call,169.0,152.0,-1900.0,-0.11242603550295859,觸及硬停損 (-10.0%),2026-06-02 11:18:00,45643.0,45648.0,45537.0,45537.0,457,11:18:00,2026-06-02,1,-0.002540906402646037,457,46024.08805143883,-0.010583328688542873,-48.46130191833072,-40.97714115301227,-7.48416076531845,37.42857142857143,24.78386167046982,45768.455065333656,45582.74493466634,0.004065849833769231,1,14624.32115249473,-1763.8193244055042,45675.6,-5.2735575944696675,2.7781155015028687,-0.002540906402646037,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 11:20:41,11:25:29,TX120260645800C,Call,152.0,157.0,450.0,0.019736842105263157,跌破動態停利線 (觸發價: 158.40),2026-06-02 11:20:00,45531.0,45531.0,45496.0,45509.0,422,11:20:00,2026-06-02,1,-0.0008123655205726221,422,46017.92642939529,-0.0110593081627899,-57.71542517571652,-45.887519481858035,-11.827905693858483,39.785714285714285,20.833333332523154,45778.234509345624,45535.56549065438,0.005315056841161802,0,11185.089108910892,2403.240447256782,45656.9,-6.632054492285724,2.321232123199553,-0.0008123655205726221,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 11:25:34,11:26:05,TX120260645700C,Call,189.0,168.0,-2300.0,-0.12169312169312169,觸及硬停損 (-10.0%),2026-06-02 11:25:00,45526.0,45527.0,45500.0,45500.0,164,11:25:00,2026-06-02,1,-0.000549148819329992,164,46005.93697151183,-0.010997210464925635,-59.516575407775235,-53.98263670813813,-5.533938699637105,47.07142857142857,33.333333332355,45762.143206496876,45471.25679350312,0.006376752658428845,0,5539.717891610987,614.2576938672123,45616.7,-5.751162008590593,0.7432585542681022,-0.000549148819329992,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 11:26:10,11:34:26,TX120260645700C,Call,168.0,170.0,0.0,0.0,跌破動態停利線 (觸發價: 171.00),2026-06-02 11:26:00,45444.0,45444.0,45433.0,45433.0,177,11:26:00,2026-06-02,1,-0.0006378953851567948,177,46001.97587397054,-0.012368509464230999,-68.24376945495897,-57.31987750251647,-10.923891952442496,49.714285714285715,28.703703702959544,45765.184706733526,45435.815293266474,0.007222934254384143,0,6148.043577981652,-2454.018264205533,45600.5,-7.877475132267539,0.7427612253430853,-0.0006378953851567948,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 11:34:31,12:05:48,TX120260645700C,Call,170.0,263.0,9100.0,0.5352941176470588,觸及硬停利 (+50.0%),2026-06-02 11:34:00,45503.0,45503.0,45443.0,45444.0,196,11:34:00,2026-06-02,1,-0.0018230939881828112,196,45966.408327855184,-0.011365002114785609,-58.26589329624403,-67.32860333796128,9.062710041717253,62.214285714285715,44.51827242421386,45664.51026985815,45342.38973014185,0.007079035539421568,0,4793.877287405813,-3985.982221299382,45503.45,-5.611807858728043,0.5056107313285035,-0.0018230939881828112,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 12:05:53,12:09:34,TX120260646000C,Call,155.0,138.0,-2850.0,-0.12258064516129032,觸及硬停損 (-10.0%),2026-06-02 12:05:00,45755.0,45851.0,45755.0,45851.0,483,12:05:00,2026-06-02,1,0.0022514645448981074,483,45939.57027479371,-0.0019279735152922274,45.18455048938631,40.1360280437201,5.048522445666208,32.785714285714285,68.25396825093475,45809.35154481514,45642.74845518487,0.003643504952434454,1,25194.576791808875,42179.96431002727,45726.05,4.496176608942668,2.6371826371682383,0.0022514645448981074,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 12:09:39,12:16:09,TX120260646000C,Call,138.0,142.0,300.0,0.014492753623188406,跌破動態停利線 (觸發價: 142.20),2026-06-02 12:09:00,45802.0,45808.0,45774.0,45781.0,101,12:09:00,2026-06-02,1,-0.0006330495524994317,101,45938.59630004336,-0.0034305858849938337,48.19482181809144,46.550168172824556,1.6446536452668852,34.57142857142857,64.63768115679731,45858.09875451312,45648.501245486885,0.004581035882138158,1,3982.67097329888,-6439.363552512142,45753.3,4.001311905543437,0.6219211822621803,-0.0006330495524994317,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 12:16:14,12:19:29,TX120260646000C,Call,142.0,127.0,-2550.0,-0.11971830985915492,觸及硬停損 (-10.0%),2026-06-02 12:16:00,45782.0,45782.0,45772.0,45772.0,38,12:16:00,2026-06-02,1,-0.0004367575122291578,38,45937.10977045181,-0.003594256828016873,30.72074281674577,39.26065386819508,-8.539911051449309,35.714285714285715,53.57142856936814,45872.914523105945,45690.78547689405,0.0039781932405939975,1,3638.7782426778244,-2180.713577162114,45781.85,2.927781036937335,0.26009582477576937,-0.0004367575122291578,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-02 12:19:34,12:59:45,TX120260646000C,Call,128.0,192.0,9300.0,0.484375,觸及硬停利 (+50.0%),2026-06-02 12:19:00,45748.0,45754.0,45731.0,45743.0,92,12:19:00,2026-06-02,1,4.3724448525406245e-05,92,45936.251604182966,-0.004206951970050689,16.84114748031425,30.492951010030804,-13.651803529716556,30.642857142857142,29.1366906460147,45866.78472608353,45705.71527391647,0.0035178563906645144,1,9011.468950749464,3363.1388658280507,45786.25,0.8190902637470648,0.6569082470499328,4.3724448525406245e-05,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
