date,missed_move,reason
2026-01-22 12:35:00+08:00,0.007186344481820493,策略過於保守未觸發
2026-01-22 12:40:00+08:00,0.007276413933654909,策略過於保守未觸發
2026-01-23 09:05:00+08:00,-0.007760497896995074,策略過於保守未觸發
2026-01-23 09:10:00+08:00,-0.006149477431723015,策略過於保守未觸發
2026-01-23 12:45:00+08:00,0.007140127703527994,策略過於保守未觸發
2026-01-23 12:50:00+08:00,0.007422918771518714,策略過於保守未觸發
2026-01-23 12:55:00+08:00,0.008861313391255106,策略過於保守未觸發
2026-01-27 09:10:00+08:00,0.006226422539345597,策略過於保守未觸發
2026-01-27 09:15:00+08:00,0.006077354984935031,策略過於保守未觸發
2026-01-27 09:25:00+08:00,0.0057042343878728865,策略過於保守未觸發
2026-01-27 09:30:00+08:00,0.00623923393140541,策略過於保守未觸發
2026-01-27 12:30:00+08:00,0.008276974083501672,策略過於保守未觸發
2026-01-27 12:35:00+08:00,0.010311908279431719,策略過於保守未觸發
2026-01-27 12:40:00+08:00,0.010554450657397612,策略過於保守未觸發
2026-01-27 12:45:00+08:00,0.010565080146528367,策略過於保守未觸發
2026-01-27 12:50:00+08:00,0.0094918373061501,策略過於保守未觸發
2026-01-27 12:55:00+08:00,0.010654534596980543,策略過於保守未觸發
2026-01-28 12:30:00+08:00,0.009517827009271368,策略過於保守未觸發
2026-01-28 12:35:00+08:00,0.01073724346597642,策略過於保守未觸發
2026-01-28 12:40:00+08:00,0.010883507552476492,策略過於保守未觸發
2026-01-28 12:45:00+08:00,0.009604994460784404,策略過於保守未觸發
2026-01-28 12:50:00+08:00,0.009462841990256753,策略過於保守未觸發
2026-01-29 09:05:00+08:00,-0.009556880043514515,策略過於保守未觸發
2026-01-29 09:10:00+08:00,-0.010282096848748954,策略過於保守未觸發
2026-01-29 10:25:00+08:00,-0.007036304506030253,策略過於保守未觸發
2026-01-29 10:30:00+08:00,-0.005891269379069412,策略過於保守未觸發
2026-01-29 12:30:00+08:00,-0.01012882862581702,策略過於保守未觸發
2026-01-29 12:35:00+08:00,-0.009922929413517688,策略過於保守未觸發
2026-01-29 12:40:00+08:00,-0.011438774263742435,策略過於保守未觸發
2026-01-29 12:45:00+08:00,-0.009901467267229321,策略過於保守未觸發
2026-01-29 12:50:00+08:00,-0.011911561072829294,策略過於保守未觸發
2026-01-29 12:55:00+08:00,-0.013508812720021836,策略過於保守未觸發
2026-02-05 10:40:00+08:00,-0.005069590147621164,策略過於保守未觸發
2026-02-05 10:45:00+08:00,-0.00610414652489462,策略過於保守未觸發
2026-02-05 12:40:00+08:00,-0.019000626160893177,策略過於保守未觸發
2026-02-11 09:20:00+08:00,0.005009954173240177,策略過於保守未觸發
2026-02-23 09:05:00+08:00,0.007614593824836029,策略過於保守未觸發
2026-02-23 09:10:00+08:00,0.0067140804229268115,策略過於保守未觸發
2026-02-23 09:15:00+08:00,0.008068472861423473,策略過於保守未觸發
2026-02-23 09:20:00+08:00,0.005418049899392034,策略過於保守未觸發
2026-02-23 09:25:00+08:00,0.005950972015459589,策略過於保守未觸發
2026-02-23 09:40:00+08:00,-0.006260266582476074,策略過於保守未觸發
2026-02-24 09:40:00+08:00,0.006516994518410515,策略過於保守未觸發
2026-02-24 09:55:00+08:00,0.007766931962882121,策略過於保守未觸發
2026-02-24 10:05:00+08:00,0.006384361505923338,策略過於保守未觸發
