date,Open,High,Low,Close,Volume,time,date_only,day_of_week,ret,mock_volume,vwap,vwap_bias,macd,signal,macd_hist,atr,rsi,rsi_fast,body_length,upper_shadow,lower_shadow,body_avg_5,momentum_explosion,daily_open,yesterday_close,gap_amplitude,intraday_trend,dist_from_ma20,recent_high_20,recent_low_20,pullback_from_high,bounce_from_low,gap_filled,spot_futures_proxy,bb_upper,bb_lower,bb_width,is_squeeze,vwap_5,slope_vwap,ma_20,slope_ma20,vol_surge_ratio,price_roc,pv_divergence,pc_ratio,foreign_net_oi,dealer_net_oi,foreign_net_oi_zscore,foreign_net_oi_momentum,dealer_net_oi_zscore,dealer_net_oi_momentum,dealer_relative_momentum,dealer_extreme_score
2026-06-15 08:46:00,45750.0,45777.0,45661.0,45719.0,1768,08:46:00,2026-06-15,0,0.02270490336435227,1768,45719.0,0.0,81.44439349399909,15.95452058011181,65.48987291388728,86.92857142857143,95.8818263192996,99.90262901626124,31.0,27.0,58.0,9.2,1,45750.0,44704.0,0.023398353614888526,-0.0006775956284152858,0.021679886745692458,45777.0,44688.0,-0.0012670118181619314,0.023071070533476033,0,0.0,45205.69975072276,44292.00024927724,0.020418390672508828,0,44170.05027322404,14416.254208031736,44748.85,11.577932349078575,18.013245032929053,0.02270490336435227,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0
2026-06-15 08:47:00,45713.0,45767.0,45658.0,45718.0,805,08:47:00,2026-06-15,0,-2.1872744373263586e-05,805,45717.53996631689,1.006252049984549e-05,144.3295556861267,41.62952760131479,102.7000280848119,93.35714285714286,95.72338489414001,99.90262901626124,5.0,49.0,55.0,10.2,0,45750.0,44704.0,0.023398353614888526,-0.000699453551912553,0.020500183037348126,45777.0,44688.0,-0.001288856849509551,0.023048693161474603,0,1.026870068289826e-05,45428.21900435014,44170.98099564986,0.02806359897633582,0,14014.8476770754,3588.482894560685,44799.6,22.920924488473446,5.843920145148139,-2.1872744373263586e-05,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0
2026-06-15 08:48:00,45715.0,45740.0,45697.0,45736.0,454,08:48:00,2026-06-15,0,0.0003937180104116589,454,45718.55885915649,0.0003814892962230412,193.38967357812362,71.98155679667656,121.40811678144706,95.14285714285714,97.27272727148926,99.90328820087069,21.0,4.0,18.0,14.0,1,45750.0,44704.0,0.023398353614888526,-0.00030601092896174195,0.01972518076399073,45777.0,44688.0,-0.0008956462852523999,0.02345148585750037,0,0.00038886589337457973,45603.96266994944,44098.637330050566,0.03356257990066823,0,6779.021873979758,-5324.359316518077,44851.3,34.375408998012524,2.8321896443990506,0.0003937180104116589,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0
2026-06-15 08:49:00,45738.0,45821.0,45733.0,45802.0,580,08:49:00,2026-06-15,0,0.0014430645443415102,580,45729.296090934295,0.0015898759718743437,234.88817422196007,104.56288028173327,130.3252939402268,101.14285714285714,97.42489270269189,98.82352940827681,64.0,19.0,5.0,26.4,1,45750.0,44704.0,0.023398353614888526,0.0011366120218578987,0.01994029824157004,45821.0,44688.0,-0.0004146570349839503,0.024928392409594862,0,0.0016190045564779248,45766.1522274705,44046.94777252951,0.03828404664666853,0,7316.210410355274,-8343.626424443903,44906.55,35.24112910164269,3.0695951309707885,0.0014430645443415102,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0
2026-06-15 08:50:00,45804.0,45834.0,45722.0,45742.0,438,08:50:00,2026-06-15,0,-0.001309986463473245,438,45733.27045735476,0.00019087947478805512,259.9381314304046,135.63793051146754,124.30020091893707,108.07142857142857,92.62899262793054,58.33333333211805,62.0,30.0,20.0,36.6,1,45750.0,44704.0,0.023398353614888526,-0.00017486338797813826,0.017421525287068317,45834.0,44688.0,-0.0020072435310031418,0.023585750089508962,0,0.00019416782373264272,45888.9268649018,44028.5731350982,0.04137912486008962,0,4953.027441285538,-6465.871370555538,44958.75,35.52487075777495,2.081254454729954,-0.001309986463473245,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0
2026-06-15 08:51:00,45742.0,45815.0,45736.0,45807.0,230,08:51:00,2026-06-15,0,0.0014210135105592325,230,45736.10736842105,0.0015500364079496928,281.78709355749015,164.86776312067207,116.91933043681809,113.07142857142857,93.65700861291214,68.5863874334777,65.0,8.0,6.0,43.4,1,45750.0,44704.0,0.023398353614888526,0.001245901639344235,0.017617871793077156,45834.0,44688.0,-0.0005890823406204872,0.02504027926960202,0,0.0015749035927517764,46008.99212552909,44018.907874470904,0.04421038924729205,0,4202.477064220184,-3800.761905857317,45013.95,36.26427773553814,1.0404885772402601,0.0014210135105592325,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0
2026-06-15 08:52:00,45806.0,45845.0,45797.0,45837.0,233,08:52:00,2026-06-15,0,0.000654921736852554,233,45740.77077787637,0.0021037953774528224,298.0871397418596,191.51163844490958,106.57550129695,116.21428571428571,94.09056024457615,61.2903225794589,31.0,8.0,9.0,48.6,0,45750.0,44704.0,0.023398353614888526,0.0019016393442622536,0.01699315082170137,45845.0,44688.0,-0.00017450103609989806,0.02571160042964497,0,0.0021350537733409087,46118.677435901045,44023.52256409895,0.046485549982184744,0,5519.390697674418,-2455.9431890281053,45071.1,36.64276146798087,1.0049601035108693,0.000654921736852554,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0
2026-06-15 08:53:00,45829.0,45865.0,45824.0,45840.0,335,08:53:00,2026-06-15,0,6.544930950980188e-05,335,45747.842177713545,0.002014473642897827,307.70014299467584,214.74933935486285,92.95080363981299,118.42857142857143,94.07236335541415,99.99999999693877,11.0,25.0,5.0,46.6,0,45750.0,44704.0,0.023398353614888526,0.0019672131147540554,0.015789724436013716,45865.0,44688.0,-0.0005450779461462871,0.025778732545649264,0,0.0020421677335292258,46214.42580953983,44040.47419046016,0.04817359764577044,0,8456.167400881057,7072.724714576371,45127.45,37.52328523368578,1.3486312399301585,6.544930950980188e-05,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0
2026-06-15 08:54:00,45842.0,45842.0,45819.0,45821.0,311,08:54:00,2026-06-15,0,-0.00041448516579412065,311,45752.63879187686,0.001494147877111649,310.20947439793235,233.84136636347677,76.36810803445559,119.64285714285714,93.14024390144515,63.461538457877225,21.0,0.0,2.0,38.0,0,45750.0,44704.0,0.023398353614888526,0.001551912568305977,0.014104643931328972,45865.0,44688.0,-0.0009593371852174653,0.025353562477622063,0,0.0015129617123683737,46292.87553069529,44074.524469304706,0.049096268375332985,0,9211.590820943762,11919.431516643088,45183.7,37.71053195731546,1.18071374335163,-0.00041448516579412065,0,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0
2026-06-15 08:55:00,45819.0,45858.0,45817.0,45850.0,159,08:55:00,2026-06-15,0,0.0006328975797122993,159,45755.303093042225,0.002069637846463602,310.9537143931011,249.26383596940164,61.68987842369947,121.57142857142857,93.21778447527879,62.7450980355248,31.0,8.0,2.0,31.8,0,45750.0,44704.0,0.023398353614888526,0.0021857923497267282,0.013453400484291209,45865.0,44688.0,-0.00032704676768777224,0.02600250626566358,0,0.002093149451945472,46363.79025043113,44118.90974956887,0.04962010419366816,0,5749.329652996846,416.60206337505974,45241.35,37.77365096480894,0.5862831858385462,0.0006328975797122993,-1,0.9595999999999999,32711.0,3843.0,0.0,923.0,0.0,379.0,-544.0,0.0
